libelle_departement,code_departement,date,indicateur,valeur
Côtes-d'Armor,22,01/01/2003,Part de production d'énergie renouvelable sur la production totale d'énergie (%),99.65404069767442
Côtes-d'Armor,22,01/01/2004,Part de production d'énergie renouvelable sur la production totale d'énergie (%),99.70837209302326
Côtes-d'Armor,22,01/01/2005,Part de production d'énergie renouvelable sur la production totale d'énergie (%),99.65287790697674
Côtes-d'Armor,22,01/01/2006,Part de production d'énergie renouvelable sur la production totale d'énergie (%),99.7876453488372
Côtes-d'Armor,22,01/01/2007,Part de production d'énergie renouvelable sur la production totale d'énergie (%),99.69720930232558
Côtes-d'Armor,22,01/01/2008,Part de production d'énergie renouvelable sur la production totale d'énergie (%),99.76197674418604
Côtes-d'Armor,22,01/01/2009,Part de production d'énergie renouvelable sur la production totale d'énergie (%),99.76255813953487
Côtes-d'Armor,22,01/01/2010,Part de production d'énergie renouvelable sur la production totale d'énergie (%),99.71656976744184
Côtes-d'Armor,22,01/01/2011,Part de production d'énergie renouvelable sur la production totale d'énergie (%),99.47438953488373
Côtes-d'Armor,22,01/01/2012,Part de production d'énergie renouvelable sur la production totale d'énergie (%),99.287238372093
Côtes-d'Armor,22,01/01/2013,Part de production d'énergie renouvelable sur la production totale d'énergie (%),99.1921511627907
Côtes-d'Armor,22,01/01/2014,Part de production d'énergie renouvelable sur la production totale d'énergie (%),99.20959302325583
Côtes-d'Armor,22,01/01/2015,Part de production d'énergie renouvelable sur la production totale d'énergie (%),98.77468023255814
Côtes-d'Armor,22,01/01/2016,Part de production d'énergie renouvelable sur la production totale d'énergie (%),97.38491279069768
Côtes-d'Armor,22,01/01/2017,Part de production d'énergie renouvelable sur la production totale d'énergie (%),96.98622093023256
Côtes-d'Armor,22,01/01/2018,Part de production d'énergie renouvelable sur la production totale d'énergie (%),96.8909011627907
Côtes-d'Armor,22,01/01/2019,Part de production d'énergie renouvelable sur la production totale d'énergie (%),96.87375
Côtes-d'Armor,22,01/01/2020,Part de production d'énergie renouvelable sur la production totale d'énergie (%),96.8280523255814
Côtes-d'Armor,22,01/01/2021,Part de production d'énergie renouvelable sur la production totale d'énergie (%),96.92081395348838
Côtes-d'Armor,22,01/01/2022,Part de production d'énergie renouvelable sur la production totale d'énergie (%),96.80008720930232
Côtes-d'Armor,22,01/01/2023,Part de production d'énergie renouvelable sur la production totale d'énergie (%),97.05348837209304
Côtes-d'Armor,22,01/01/2024,Part de production d'énergie renouvelable sur la production totale d'énergie (%),97.15017441860466
Finistère,29,01/01/2000,Part de production d'énergie renouvelable sur la production totale d'énergie (%),98.49386281588448
Finistère,29,01/01/2001,Part de production d'énergie renouvelable sur la production totale d'énergie (%),98.49996389891696
Finistère,29,01/01/2002,Part de production d'énergie renouvelable sur la production totale d'énergie (%),98.47837545126356
Finistère,29,01/01/2003,Part de production d'énergie renouvelable sur la production totale d'énergie (%),98.5198916967509
Finistère,29,01/01/2004,Part de production d'énergie renouvelable sur la production totale d'énergie (%),98.36545126353792
Finistère,29,01/01/2005,Part de production d'énergie renouvelable sur la production totale d'énergie (%),98.40638989169676
Finistère,29,01/01/2006,Part de production d'énergie renouvelable sur la production totale d'énergie (%),98.18898916967508
Finistère,29,01/01/2007,Part de production d'énergie renouvelable sur la production totale d'énergie (%),97.9842238267148
Finistère,29,01/01/2008,Part de production d'énergie renouvelable sur la production totale d'énergie (%),98.09249097472924
Finistère,29,01/01/2009,Part de production d'énergie renouvelable sur la production totale d'énergie (%),98.12267148014442
Finistère,29,01/01/2010,Part de production d'énergie renouvelable sur la production totale d'énergie (%),98.11700361010833
Finistère,29,01/01/2011,Part de production d'énergie renouvelable sur la production totale d'énergie (%),96.85848375451263
Finistère,29,01/01/2012,Part de production d'énergie renouvelable sur la production totale d'énergie (%),97.03
Finistère,29,01/01/2013,Part de production d'énergie renouvelable sur la production totale d'énergie (%),96.70920577617328
Finistère,29,01/01/2014,Part de production d'énergie renouvelable sur la production totale d'énergie (%),95.822238267148
Finistère,29,01/01/2015,Part de production d'énergie renouvelable sur la production totale d'énergie (%),94.68046931407942
Finistère,29,01/01/2016,Part de production d'énergie renouvelable sur la production totale d'énergie (%),94.58018050541516
Finistère,29,01/01/2017,Part de production d'énergie renouvelable sur la production totale d'énergie (%),93.23061371841156
Finistère,29,01/01/2018,Part de production d'énergie renouvelable sur la production totale d'énergie (%),92.54714801444042
Finistère,29,01/01/2019,Part de production d'énergie renouvelable sur la production totale d'énergie (%),92.29119133574004
Finistère,29,01/01/2020,Part de production d'énergie renouvelable sur la production totale d'énergie (%),92.2157761732852
Finistère,29,01/01/2021,Part de production d'énergie renouvelable sur la production totale d'énergie (%),92.17234657039712
Finistère,29,01/01/2022,Part de production d'énergie renouvelable sur la production totale d'énergie (%),91.46758122743682
Finistère,29,01/01/2023,Part de production d'énergie renouvelable sur la production totale d'énergie (%),91.9314440433213
Finistère,29,01/01/2024,Part de production d'énergie renouvelable sur la production totale d'énergie (%),92.1095667870036
Ille-et-Vilaine,35,01/01/2000,Part de production d'énergie renouvelable sur la production totale d'énergie (%),99.21012048192772
Ille-et-Vilaine,35,01/01/2001,Part de production d'énergie renouvelable sur la production totale d'énergie (%),99.21204819277108
Ille-et-Vilaine,35,01/01/2002,Part de production d'énergie renouvelable sur la production totale d'énergie (%),99.20165662650602
Ille-et-Vilaine,35,01/01/2003,Part de production d'énergie renouvelable sur la production totale d'énergie (%),99.21231927710843
Ille-et-Vilaine,35,01/01/2004,Part de production d'énergie renouvelable sur la production totale d'énergie (%),99.21210843373494
Ille-et-Vilaine,35,01/01/2005,Part de production d'énergie renouvelable sur la production totale d'énergie (%),99.20237951807228
Ille-et-Vilaine,35,01/01/2006,Part de production d'énergie renouvelable sur la production totale d'énergie (%),99.2135843373494
Ille-et-Vilaine,35,01/01/2007,Part de production d'énergie renouvelable sur la production totale d'énergie (%),99.20894578313252
Ille-et-Vilaine,35,01/01/2008,Part de production d'énergie renouvelable sur la production totale d'énergie (%),99.23996987951809
Ille-et-Vilaine,35,01/01/2009,Part de production d'énergie renouvelable sur la production totale d'énergie (%),99.24493975903614
Ille-et-Vilaine,35,01/01/2010,Part de production d'énergie renouvelable sur la production totale d'énergie (%),99.04201807228915
Ille-et-Vilaine,35,01/01/2011,Part de production d'énergie renouvelable sur la production totale d'énergie (%),98.91334337349396
Ille-et-Vilaine,35,01/01/2012,Part de production d'énergie renouvelable sur la production totale d'énergie (%),99.00858433734942
Ille-et-Vilaine,35,01/01/2013,Part de production d'énergie renouvelable sur la production totale d'énergie (%),99.05322289156626
Ille-et-Vilaine,35,01/01/2014,Part de production d'énergie renouvelable sur la production totale d'énergie (%),98.93777108433734
Ille-et-Vilaine,35,01/01/2015,Part de production d'énergie renouvelable sur la production totale d'énergie (%),98.81909638554218
Ille-et-Vilaine,35,01/01/2016,Part de production d'énergie renouvelable sur la production totale d'énergie (%),98.14623493975904
Ille-et-Vilaine,35,01/01/2017,Part de production d'énergie renouvelable sur la production totale d'énergie (%),97.84957831325303
Ille-et-Vilaine,35,01/01/2018,Part de production d'énergie renouvelable sur la production totale d'énergie (%),97.8717469879518
Ille-et-Vilaine,35,01/01/2019,Part de production d'énergie renouvelable sur la production totale d'énergie (%),97.76
Ille-et-Vilaine,35,01/01/2020,Part de production d'énergie renouvelable sur la production totale d'énergie (%),97.58906626506024
Ille-et-Vilaine,35,01/01/2021,Part de production d'énergie renouvelable sur la production totale d'énergie (%),97.58445783132532
Ille-et-Vilaine,35,01/01/2022,Part de production d'énergie renouvelable sur la production totale d'énergie (%),97.43762048192772
Ille-et-Vilaine,35,01/01/2023,Part de production d'énergie renouvelable sur la production totale d'énergie (%),97.83584337349396
Ille-et-Vilaine,35,01/01/2024,Part de production d'énergie renouvelable sur la production totale d'énergie (%),97.7641265060241
Morbihan,56,01/01/2000,Part de production d'énergie renouvelable sur la production totale d'énergie (%),99.83859437751003
Morbihan,56,01/01/2001,Part de production d'énergie renouvelable sur la production totale d'énergie (%),99.83907630522089
Morbihan,56,01/01/2002,Part de production d'énergie renouvelable sur la production totale d'énergie (%),99.84076305220884
Morbihan,56,01/01/2003,Part de production d'énergie renouvelable sur la production totale d'énergie (%),99.8391967871486
Morbihan,56,01/01/2004,Part de production d'énergie renouvelable sur la production totale d'énergie (%),99.82401606425702
Morbihan,56,01/01/2005,Part de production d'énergie renouvelable sur la production totale d'énergie (%),99.84104417670682
Morbihan,56,01/01/2006,Part de production d'énergie renouvelable sur la production totale d'énergie (%),99.83951807228917
Morbihan,56,01/01/2007,Part de production d'énergie renouvelable sur la production totale d'énergie (%),99.83851405622492
Morbihan,56,01/01/2008,Part de production d'énergie renouvelable sur la production totale d'énergie (%),99.8378313253012
Morbihan,56,01/01/2009,Part de production d'énergie renouvelable sur la production totale d'énergie (%),99.85112449799198
Morbihan,56,01/01/2010,Part de production d'énergie renouvelable sur la production totale d'énergie (%),99.829437751004
Morbihan,56,01/01/2011,Part de production d'énergie renouvelable sur la production totale d'énergie (%),99.6306827309237
Morbihan,56,01/01/2012,Part de production d'énergie renouvelable sur la production totale d'énergie (%),99.66738955823293
Morbihan,56,01/01/2013,Part de production d'énergie renouvelable sur la production totale d'énergie (%),99.73763052208837
Morbihan,56,01/01/2014,Part de production d'énergie renouvelable sur la production totale d'énergie (%),99.80281124497992
Morbihan,56,01/01/2015,Part de production d'énergie renouvelable sur la production totale d'énergie (%),99.65915662650605
Morbihan,56,01/01/2016,Part de production d'énergie renouvelable sur la production totale d'énergie (%),99.66088353413654
Morbihan,56,01/01/2017,Part de production d'énergie renouvelable sur la production totale d'énergie (%),99.65044176706829
Morbihan,56,01/01/2018,Part de production d'énergie renouvelable sur la production totale d'énergie (%),99.69626506024096
Morbihan,56,01/01/2019,Part de production d'énergie renouvelable sur la production totale d'énergie (%),99.68116465863454
Morbihan,56,01/01/2020,Part de production d'énergie renouvelable sur la production totale d'énergie (%),99.79779116465863
Morbihan,56,01/01/2021,Part de production d'énergie renouvelable sur la production totale d'énergie (%),99.66983935742972
Morbihan,56,01/01/2022,Part de production d'énergie renouvelable sur la production totale d'énergie (%),99.66373493975904
Morbihan,56,01/01/2023,Part de production d'énergie renouvelable sur la production totale d'énergie (%),99.70775100401606
Morbihan,56,01/01/2024,Part de production d'énergie renouvelable sur la production totale d'énergie (%),99.72995983935742
Côtes-d'Armor,22,01/01/2000,Part de production d'électricité renouvelable sur la production totale d'électricité (%),78.73545454545454
Côtes-d'Armor,22,01/01/2001,Part de production d'électricité renouvelable sur la production totale d'électricité (%),78.71636363636364
Côtes-d'Armor,22,01/01/2002,Part de production d'électricité renouvelable sur la production totale d'électricité (%),78.46636363636364
Côtes-d'Armor,22,01/01/2003,Part de production d'électricité renouvelable sur la production totale d'électricité (%),79.85416666666667
Côtes-d'Armor,22,01/01/2004,Part de production d'électricité renouvelable sur la production totale d'électricité (%),83.33333333333333
Côtes-d'Armor,22,01/01/2005,Part de production d'électricité renouvelable sur la production totale d'électricité (%),85.85235294117648
Côtes-d'Armor,22,01/01/2006,Part de production d'électricité renouvelable sur la production totale d'électricité (%),90.39888888888888
Côtes-d'Armor,22,01/01/2007,Part de production d'électricité renouvelable sur la production totale d'électricité (%),90.12090909090908
Côtes-d'Armor,22,01/01/2008,Part de production d'électricité renouvelable sur la production totale d'électricité (%),92.8636
Côtes-d'Armor,22,01/01/2009,Part de production d'électricité renouvelable sur la production totale d'électricité (%),94.892
Côtes-d'Armor,22,01/01/2010,Part de production d'électricité renouvelable sur la production totale d'électricité (%),96.97465753424656
Côtes-d'Armor,22,01/01/2011,Part de production d'électricité renouvelable sur la production totale d'électricité (%),96.23841584158416
Côtes-d'Armor,22,01/01/2012,Part de production d'électricité renouvelable sur la production totale d'électricité (%),95.40833333333332
Côtes-d'Armor,22,01/01/2013,Part de production d'électricité renouvelable sur la production totale d'électricité (%),94.78681415929204
Côtes-d'Armor,22,01/01/2014,Part de production d'électricité renouvelable sur la production totale d'électricité (%),95.65153225806452
Côtes-d'Armor,22,01/01/2015,Part de production d'électricité renouvelable sur la production totale d'électricité (%),92.0045038167939
Côtes-d'Armor,22,01/01/2016,Part de production d'électricité renouvelable sur la production totale d'électricité (%),87.96722627737226
Côtes-d'Armor,22,01/01/2017,Part de production d'électricité renouvelable sur la production totale d'électricité (%),91.9493
Côtes-d'Armor,22,01/01/2018,Part de production d'électricité renouvelable sur la production totale d'électricité (%),92.5721153846154
Côtes-d'Armor,22,01/01/2019,Part de production d'électricité renouvelable sur la production totale d'électricité (%),92.51216981132076
Côtes-d'Armor,22,01/01/2020,Part de production d'électricité renouvelable sur la production totale d'électricité (%),92.35752293577984
Côtes-d'Armor,22,01/01/2021,Part de production d'électricité renouvelable sur la production totale d'électricité (%),93.03930434782608
Côtes-d'Armor,22,01/01/2022,Part de production d'électricité renouvelable sur la production totale d'électricité (%),93.44534136546184
Côtes-d'Armor,22,01/01/2023,Part de production d'électricité renouvelable sur la production totale d'électricité (%),94.46549450549452
Côtes-d'Armor,22,01/01/2024,Part de production d'électricité renouvelable sur la production totale d'électricité (%),94.90127516778524
Finistère,29,01/01/2000,Part de production d'électricité renouvelable sur la production totale d'électricité (%),46.863125
Finistère,29,01/01/2001,Part de production d'électricité renouvelable sur la production totale d'électricité (%),46.863125
Finistère,29,01/01/2002,Part de production d'électricité renouvelable sur la production totale d'électricité (%),57.4905
Finistère,29,01/01/2003,Part de production d'électricité renouvelable sur la production totale d'électricité (%),57.4905
Finistère,29,01/01/2004,Part de production d'électricité renouvelable sur la production totale d'électricité (%),60.990434782608695
Finistère,29,01/01/2005,Part de production d'électricité renouvelable sur la production totale d'électricité (%),63.16583333333333
Finistère,29,01/01/2006,Part de production d'électricité renouvelable sur la production totale d'électricité (%),63.07285714285714
Finistère,29,01/01/2007,Part de production d'électricité renouvelable sur la production totale d'électricité (%),69.03085714285714
Finistère,29,01/01/2008,Part de production d'électricité renouvelable sur la production totale d'électricité (%),71.47473684210526
Finistère,29,01/01/2009,Part de production d'électricité renouvelable sur la production totale d'électricité (%),76.49119047619048
Finistère,29,01/01/2010,Part de production d'électricité renouvelable sur la production totale d'électricité (%),83.60385964912281
Finistère,29,01/01/2011,Part de production d'électricité renouvelable sur la production totale d'électricité (%),85.87641509433963
Finistère,29,01/01/2012,Part de production d'électricité renouvelable sur la production totale d'électricité (%),87.72810344827586
Finistère,29,01/01/2013,Part de production d'électricité renouvelable sur la production totale d'électricité (%),88.80806451612904
Finistère,29,01/01/2014,Part de production d'électricité renouvelable sur la production totale d'électricité (%),86.771328125
Finistère,29,01/01/2015,Part de production d'électricité renouvelable sur la production totale d'électricité (%),83.90555555555555
Finistère,29,01/01/2016,Part de production d'électricité renouvelable sur la production totale d'électricité (%),82.63957142857143
Finistère,29,01/01/2017,Part de production d'électricité renouvelable sur la production totale d'électricité (%),85.76253731343284
Finistère,29,01/01/2018,Part de production d'électricité renouvelable sur la production totale d'électricité (%),84.81751219512195
Finistère,29,01/01/2019,Part de production d'électricité renouvelable sur la production totale d'électricité (%),85.2893896713615
Finistère,29,01/01/2020,Part de production d'électricité renouvelable sur la production totale d'électricité (%),85.55371559633028
Finistère,29,01/01/2021,Part de production d'électricité renouvelable sur la production totale d'électricité (%),85.6355111111111
Finistère,29,01/01/2022,Part de production d'électricité renouvelable sur la production totale d'électricité (%),85.36103448275861
Finistère,29,01/01/2023,Part de production d'électricité renouvelable sur la production totale d'électricité (%),86.17048387096774
Finistère,29,01/01/2024,Part de production d'électricité renouvelable sur la production totale d'électricité (%),86.7250980392157
Ille-et-Vilaine,35,01/01/2000,Part de production d'électricité renouvelable sur la production totale d'électricité (%),49.97625
Ille-et-Vilaine,35,01/01/2001,Part de production d'électricité renouvelable sur la production totale d'électricité (%),49.995000000000005
Ille-et-Vilaine,35,01/01/2002,Part de production d'électricité renouvelable sur la production totale d'électricité (%),49.9925
Ille-et-Vilaine,35,01/01/2003,Part de production d'électricité renouvelable sur la production totale d'électricité (%),42.85285714285715
Ille-et-Vilaine,35,01/01/2004,Part de production d'électricité renouvelable sur la production totale d'électricité (%),49.99375
Ille-et-Vilaine,35,01/01/2005,Part de production d'électricité renouvelable sur la production totale d'électricité (%),48.4325
Ille-et-Vilaine,35,01/01/2006,Part de production d'électricité renouvelable sur la production totale d'électricité (%),57.73
Ille-et-Vilaine,35,01/01/2007,Part de production d'électricité renouvelable sur la production totale d'électricité (%),62.24272727272728
Ille-et-Vilaine,35,01/01/2008,Part de production d'électricité renouvelable sur la production totale d'électricité (%),77.87315789473685
Ille-et-Vilaine,35,01/01/2009,Part de production d'électricité renouvelable sur la production totale d'électricité (%),85.01
Ille-et-Vilaine,35,01/01/2010,Part de production d'électricité renouvelable sur la production totale d'électricité (%),90.5924074074074
Ille-et-Vilaine,35,01/01/2011,Part de production d'électricité renouvelable sur la production totale d'électricité (%),94.16745098039218
Ille-et-Vilaine,35,01/01/2012,Part de production d'électricité renouvelable sur la production totale d'électricité (%),95.58475806451614
Ille-et-Vilaine,35,01/01/2013,Part de production d'électricité renouvelable sur la production totale d'électricité (%),96.5776811594203
Ille-et-Vilaine,35,01/01/2014,Part de production d'électricité renouvelable sur la production totale d'électricité (%),96.58131578947368
Ille-et-Vilaine,35,01/01/2015,Part de production d'électricité renouvelable sur la production totale d'électricité (%),95.21632911392405
Ille-et-Vilaine,35,01/01/2016,Part de production d'électricité renouvelable sur la production totale d'électricité (%),92.60550898203591
Ille-et-Vilaine,35,01/01/2017,Part de production d'électricité renouvelable sur la production totale d'électricité (%),95.95760299625468
Ille-et-Vilaine,35,01/01/2018,Part de production d'électricité renouvelable sur la production totale d'électricité (%),96.28527472527472
Ille-et-Vilaine,35,01/01/2019,Part de production d'électricité renouvelable sur la production totale d'électricité (%),96.05828467153285
Ille-et-Vilaine,35,01/01/2020,Part de production d'électricité renouvelable sur la production totale d'électricité (%),95.91794964028776
Ille-et-Vilaine,35,01/01/2021,Part de production d'électricité renouvelable sur la production totale d'électricité (%),95.93993006993009
Ille-et-Vilaine,35,01/01/2022,Part de production d'électricité renouvelable sur la production totale d'électricité (%),95.75662162162162
Ille-et-Vilaine,35,01/01/2023,Part de production d'électricité renouvelable sur la production totale d'électricité (%),96.14062091503268
Ille-et-Vilaine,35,01/01/2024,Part de production d'électricité renouvelable sur la production totale d'électricité (%),96.21079872204471
Morbihan,56,01/01/2000,Part de production d'électricité renouvelable sur la production totale d'électricité (%),63.63636363636363
Morbihan,56,01/01/2001,Part de production d'électricité renouvelable sur la production totale d'électricité (%),63.63636363636363
Morbihan,56,01/01/2002,Part de production d'électricité renouvelable sur la production totale d'électricité (%),63.63636363636363
Morbihan,56,01/01/2003,Part de production d'électricité renouvelable sur la production totale d'électricité (%),69.23076923076923
Morbihan,56,01/01/2004,Part de production d'électricité renouvelable sur la production totale d'électricité (%),71.42857142857143
Morbihan,56,01/01/2005,Part de production d'électricité renouvelable sur la production totale d'électricité (%),76.47058823529412
Morbihan,56,01/01/2006,Part de production d'électricité renouvelable sur la production totale d'électricité (%),80.95238095238095
Morbihan,56,01/01/2007,Part de production d'électricité renouvelable sur la production totale d'électricité (%),82.6086956521739
Morbihan,56,01/01/2008,Part de production d'électricité renouvelable sur la production totale d'électricité (%),85.18518518518519
Morbihan,56,01/01/2009,Part de production d'électricité renouvelable sur la production totale d'électricité (%),92.3765
Morbihan,56,01/01/2010,Part de production d'électricité renouvelable sur la production totale d'électricité (%),95.8654794520548
Morbihan,56,01/01/2011,Part de production d'électricité renouvelable sur la production totale d'électricité (%),96.85385416666668
Morbihan,56,01/01/2012,Part de production d'électricité renouvelable sur la production totale d'électricité (%),97.32813725490196
Morbihan,56,01/01/2013,Part de production d'électricité renouvelable sur la production totale d'électricité (%),97.85796296296296
Morbihan,56,01/01/2014,Part de production d'électricité renouvelable sur la production totale d'électricité (%),98.36577586206896
Morbihan,56,01/01/2015,Part de production d'électricité renouvelable sur la production totale d'électricité (%),97.99452991452992
Morbihan,56,01/01/2016,Part de production d'électricité renouvelable sur la production totale d'électricité (%),96.7085593220339
Morbihan,56,01/01/2017,Part de production d'électricité renouvelable sur la production totale d'électricité (%),98.74634408602152
Morbihan,56,01/01/2018,Part de production d'électricité renouvelable sur la production totale d'électricité (%),99.47036082474229
Morbihan,56,01/01/2019,Part de production d'électricité renouvelable sur la production totale d'électricité (%),99.26763819095478
Morbihan,56,01/01/2020,Part de production d'électricité renouvelable sur la production totale d'électricité (%),99.20504807692308
Morbihan,56,01/01/2021,Part de production d'électricité renouvelable sur la production totale d'électricité (%),99.2602358490566
Morbihan,56,01/01/2022,Part de production d'électricité renouvelable sur la production totale d'électricité (%),99.00146788990826
Morbihan,56,01/01/2023,Part de production d'électricité renouvelable sur la production totale d'électricité (%),99.2783185840708
Morbihan,56,01/01/2024,Part de production d'électricité renouvelable sur la production totale d'électricité (%),99.55069565217391
Côtes-d'Armor,22,01/01/2000,Part de production de chaleur renouvelable sur la production totale de chaleur (%),99.8605523255814
Côtes-d'Armor,22,01/01/2001,Part de production de chaleur renouvelable sur la production totale de chaleur (%),99.86340116279068
Côtes-d'Armor,22,01/01/2002,Part de production de chaleur renouvelable sur la production totale de chaleur (%),99.86223837209305
Côtes-d'Armor,22,01/01/2003,Part de production de chaleur renouvelable sur la production totale de chaleur (%),99.85811046511628
Côtes-d'Armor,22,01/01/2004,Part de production de chaleur renouvelable sur la production totale de chaleur (%),99.86145348837208
Côtes-d'Armor,22,01/01/2005,Part de production de chaleur renouvelable sur la production totale de chaleur (%),99.85773255813952
Côtes-d'Armor,22,01/01/2006,Part de production de chaleur renouvelable sur la production totale de chaleur (%),99.86156976744184
Côtes-d'Armor,22,01/01/2007,Part de production de chaleur renouvelable sur la production totale de chaleur (%),99.85895348837208
Côtes-d'Armor,22,01/01/2008,Part de production de chaleur renouvelable sur la production totale de chaleur (%),99.85601744186047
Côtes-d'Armor,22,01/01/2009,Part de production de chaleur renouvelable sur la production totale de chaleur (%),99.85854651162788
Côtes-d'Armor,22,01/01/2010,Part de production de chaleur renouvelable sur la production totale de chaleur (%),99.84337209302323
Côtes-d'Armor,22,01/01/2011,Part de production de chaleur renouvelable sur la production totale de chaleur (%),99.64883720930231
Côtes-d'Armor,22,01/01/2012,Part de production de chaleur renouvelable sur la production totale de chaleur (%),99.55773255813952
Côtes-d'Armor,22,01/01/2013,Part de production de chaleur renouvelable sur la production totale de chaleur (%),99.48947674418606
Côtes-d'Armor,22,01/01/2014,Part de production de chaleur renouvelable sur la production totale de chaleur (%),99.50302325581391
Côtes-d'Armor,22,01/01/2015,Part de production de chaleur renouvelable sur la production totale de chaleur (%),99.18261627906976
Côtes-d'Armor,22,01/01/2016,Part de production de chaleur renouvelable sur la production totale de chaleur (%),98.02593023255814
Côtes-d'Armor,22,01/01/2017,Part de production de chaleur renouvelable sur la production totale de chaleur (%),97.61133720930232
Côtes-d'Armor,22,01/01/2018,Part de production de chaleur renouvelable sur la production totale de chaleur (%),97.53093023255812
Côtes-d'Armor,22,01/01/2019,Part de production de chaleur renouvelable sur la production totale de chaleur (%),97.51563953488372
Côtes-d'Armor,22,01/01/2020,Part de production de chaleur renouvelable sur la production totale de chaleur (%),97.44191860465116
Côtes-d'Armor,22,01/01/2021,Part de production de chaleur renouvelable sur la production totale de chaleur (%),97.51392441860465
Côtes-d'Armor,22,01/01/2022,Part de production de chaleur renouvelable sur la production totale de chaleur (%),97.31377906976743
Côtes-d'Armor,22,01/01/2023,Part de production de chaleur renouvelable sur la production totale de chaleur (%),97.51226744186047
Côtes-d'Armor,22,01/01/2024,Part de production de chaleur renouvelable sur la production totale de chaleur (%),97.6830523255814
Finistère,29,01/01/2000,Part de production de chaleur renouvelable sur la production totale de chaleur (%),99.7390974729242
Finistère,29,01/01/2001,Part de production de chaleur renouvelable sur la production totale de chaleur (%),99.7396750902527
Finistère,29,01/01/2002,Part de production de chaleur renouvelable sur la production totale de chaleur (%),99.74101083032492
Finistère,29,01/01/2003,Part de production de chaleur renouvelable sur la production totale de chaleur (%),99.75487364620938
Finistère,29,01/01/2004,Part de production de chaleur renouvelable sur la production totale de chaleur (%),99.5101083032491
Finistère,29,01/01/2005,Part de production de chaleur renouvelable sur la production totale de chaleur (%),99.5171119133574
Finistère,29,01/01/2006,Part de production de chaleur renouvelable sur la production totale de chaleur (%),99.26927797833936
Finistère,29,01/01/2007,Part de production de chaleur renouvelable sur la production totale de chaleur (%),99.25837545126352
Finistère,29,01/01/2008,Part de production de chaleur renouvelable sur la production totale de chaleur (%),99.2774368231047
Finistère,29,01/01/2009,Part de production de chaleur renouvelable sur la production totale de chaleur (%),99.28812274368232
Finistère,29,01/01/2010,Part de production de chaleur renouvelable sur la production totale de chaleur (%),99.23638989169676
Finistère,29,01/01/2011,Part de production de chaleur renouvelable sur la production totale de chaleur (%),98.16072202166065
Finistère,29,01/01/2012,Part de production de chaleur renouvelable sur la production totale de chaleur (%),98.4115523465704
Finistère,29,01/01/2013,Part de production de chaleur renouvelable sur la production totale de chaleur (%),98.132238267148
Finistère,29,01/01/2014,Part de production de chaleur renouvelable sur la production totale de chaleur (%),97.36194945848376
Finistère,29,01/01/2015,Part de production de chaleur renouvelable sur la production totale de chaleur (%),96.43960288808664
Finistère,29,01/01/2016,Part de production de chaleur renouvelable sur la production totale de chaleur (%),96.3875451263538
Finistère,29,01/01/2017,Part de production de chaleur renouvelable sur la production totale de chaleur (%),95.22992779783394
Finistère,29,01/01/2018,Part de production de chaleur renouvelable sur la production totale de chaleur (%),94.58772563176896
Finistère,29,01/01/2019,Part de production de chaleur renouvelable sur la production totale de chaleur (%),94.36270758122744
Finistère,29,01/01/2020,Part de production de chaleur renouvelable sur la production totale de chaleur (%),94.3319855595668
Finistère,29,01/01/2021,Part de production de chaleur renouvelable sur la production totale de chaleur (%),94.51678700361012
Finistère,29,01/01/2022,Part de production de chaleur renouvelable sur la production totale de chaleur (%),93.91599277978338
Finistère,29,01/01/2023,Part de production de chaleur renouvelable sur la production totale de chaleur (%),94.37317689530686
Finistère,29,01/01/2024,Part de production de chaleur renouvelable sur la production totale de chaleur (%),94.56469314079422
Ille-et-Vilaine,35,01/01/2000,Part de production de chaleur renouvelable sur la production totale de chaleur (%),99.2690361445783
Ille-et-Vilaine,35,01/01/2001,Part de production de chaleur renouvelable sur la production totale de chaleur (%),99.2694578313253
Ille-et-Vilaine,35,01/01/2002,Part de production de chaleur renouvelable sur la production totale de chaleur (%),99.25765060240964
Ille-et-Vilaine,35,01/01/2003,Part de production de chaleur renouvelable sur la production totale de chaleur (%),99.26912650602412
Ille-et-Vilaine,35,01/01/2004,Part de production de chaleur renouvelable sur la production totale de chaleur (%),99.27078313253013
Ille-et-Vilaine,35,01/01/2005,Part de production de chaleur renouvelable sur la production totale de chaleur (%),99.26677710843371
Ille-et-Vilaine,35,01/01/2006,Part de production de chaleur renouvelable sur la production totale de chaleur (%),99.2821686746988
Ille-et-Vilaine,35,01/01/2007,Part de production de chaleur renouvelable sur la production totale de chaleur (%),99.2739156626506
Ille-et-Vilaine,35,01/01/2008,Part de production de chaleur renouvelable sur la production totale de chaleur (%),99.31201807228916
Ille-et-Vilaine,35,01/01/2009,Part de production de chaleur renouvelable sur la production totale de chaleur (%),99.31855421686744
Ille-et-Vilaine,35,01/01/2010,Part de production de chaleur renouvelable sur la production totale de chaleur (%),99.1555421686747
Ille-et-Vilaine,35,01/01/2011,Part de production de chaleur renouvelable sur la production totale de chaleur (%),99.09415662650603
Ille-et-Vilaine,35,01/01/2012,Part de production de chaleur renouvelable sur la production totale de chaleur (%),99.14150602409636
Ille-et-Vilaine,35,01/01/2013,Part de production de chaleur renouvelable sur la production totale de chaleur (%),99.19331325301204
Ille-et-Vilaine,35,01/01/2014,Part de production de chaleur renouvelable sur la production totale de chaleur (%),99.11978915662652
