libelle_region,code_region,date,indicateur,valeur
Bretagne,53,01/01/2000,Part de production d'énergie renouvelable sur la production totale d'énergie (%),99.30392678868552
Bretagne,53,01/01/2001,Part de production d'énergie renouvelable sur la production totale d'énergie (%),99.30533277870217
Bretagne,53,01/01/2002,Part de production d'énergie renouvelable sur la production totale d'énergie (%),99.29551580698836
Bretagne,53,01/01/2003,Part de production d'énergie renouvelable sur la production totale d'énergie (%),99.30902662229616
Bretagne,53,01/01/2004,Part de production d'énergie renouvelable sur la production totale d'énergie (%),99.28578202995008
Bretagne,53,01/01/2005,Part de production d'énergie renouvelable sur la production totale d'énergie (%),99.28017470881863
Bretagne,53,01/01/2006,Part de production d'énergie renouvelable sur la production totale d'énergie (%),99.27142262895175
Bretagne,53,01/01/2007,Part de production d'énergie renouvelable sur la production totale d'énergie (%),99.19686356073213
Bretagne,53,01/01/2008,Part de production d'énergie renouvelable sur la production totale d'énergie (%),99.24877703826957
Bretagne,53,01/01/2009,Part de production d'énergie renouvelable sur la production totale d'énergie (%),99.26002495840264
Bretagne,53,01/01/2010,Part de production d'énergie renouvelable sur la production totale d'énergie (%),99.18501663893512
Bretagne,53,01/01/2011,Part de production d'énergie renouvelable sur la production totale d'énergie (%),98.7489683860233
Bretagne,53,01/01/2012,Part de production d'énergie renouvelable sur la production totale d'énergie (%),98.76884359400998
Bretagne,53,01/01/2013,Part de production d'énergie renouvelable sur la production totale d'énergie (%),98.6945840266223
Bretagne,53,01/01/2014,Part de production d'énergie renouvelable sur la production totale d'énergie (%),98.47678868552411
Bretagne,53,01/01/2015,Part de production d'énergie renouvelable sur la production totale d'énergie (%),98.0266638935108
Bretagne,53,01/01/2016,Part de production d'énergie renouvelable sur la production totale d'énergie (%),97.42032445923462
Bretagne,53,01/01/2017,Part de production d'énergie renouvelable sur la production totale d'énergie (%),96.91111480865224
Bretagne,53,01/01/2018,Part de production d'énergie renouvelable sur la production totale d'énergie (%),96.74194675540764
Bretagne,53,01/01/2019,Part de production d'énergie renouvelable sur la production totale d'énergie (%),96.6440599001664
Bretagne,53,01/01/2020,Part de production d'énergie renouvelable sur la production totale d'énergie (%),96.59054908485857
Bretagne,53,01/01/2021,Part de production d'énergie renouvelable sur la production totale d'énergie (%),96.579309484193
Bretagne,53,01/01/2022,Part de production d'énergie renouvelable sur la production totale d'énergie (%),96.3405241264559
Bretagne,53,01/01/2023,Part de production d'énergie renouvelable sur la production totale d'énergie (%),96.63905158069883
Bretagne,53,01/01/2024,Part de production d'énergie renouvelable sur la production totale d'énergie (%),96.69256239600664
Bretagne,53,01/01/2000,Part de production d'électricité renouvelable sur la production totale d'électricité (%),59.03717391304348
Bretagne,53,01/01/2001,Part de production d'électricité renouvelable sur la production totale d'électricité (%),59.0358695652174
Bretagne,53,01/01/2002,Part de production d'électricité renouvelable sur la production totale d'électricité (%),62.2576
Bretagne,53,01/01/2003,Part de production d'électricité renouvelable sur la production totale d'électricité (%),63.61596153846154
Bretagne,53,01/01/2004,Part de production d'électricité renouvelable sur la production totale d'électricité (%),66.71456140350877
Bretagne,53,01/01/2005,Part de production d'électricité renouvelable sur la production totale d'électricité (%),70.65045454545455
Bretagne,53,01/01/2006,Part de production d'électricité renouvelable sur la production totale d'électricité (%),73.64311688311689
Bretagne,53,01/01/2007,Part de production d'électricité renouvelable sur la production totale d'électricité (%),76.74076923076923
Bretagne,53,01/01/2008,Part de production d'électricité renouvelable sur la production totale d'électricité (%),80.8919266055046
Bretagne,53,01/01/2009,Part de production d'électricité renouvelable sur la production totale d'électricité (%),86.93340136054421
Bretagne,53,01/01/2010,Part de production d'électricité renouvelable sur la production totale d'électricité (%),92.3530739299611
Bretagne,53,01/01/2011,Part de production d'électricité renouvelable sur la production totale d'électricité (%),93.15069135802467
Bretagne,53,01/01/2012,Part de production d'électricité renouvelable sur la production totale d'électricité (%),93.9123111111111
Bretagne,53,01/01/2013,Part de production d'électricité renouvelable sur la production totale d'électricité (%),94.45028985507248
Bretagne,53,01/01/2014,Part de production d'électricité renouvelable sur la production totale d'électricité (%),94.34290384615385
Bretagne,53,01/01/2015,Part de production d'électricité renouvelable sur la production totale d'électricité (%),92.2169685767098
Bretagne,53,01/01/2016,Part de production d'électricité renouvelable sur la production totale d'électricité (%),89.85370106761566
Bretagne,53,01/01/2017,Part de production d'électricité renouvelable sur la production totale d'électricité (%),93.2267330210773
Bretagne,53,01/01/2018,Part de production d'électricité renouvelable sur la production totale d'électricité (%),93.4383181818182
Bretagne,53,01/01/2019,Part de production d'électricité renouvelable sur la production totale d'électricité (%),93.37800668151448
Bretagne,53,01/01/2020,Part de production d'électricité renouvelable sur la production totale d'électricité (%),93.367125813449
Bretagne,53,01/01/2021,Part de production d'électricité renouvelable sur la production totale d'électricité (%),93.545666316894
Bretagne,53,01/01/2022,Part de production d'électricité renouvelable sur la production totale d'électricité (%),93.46525628140704
Bretagne,53,01/01/2023,Part de production d'électricité renouvelable sur la production totale d'électricité (%),94.03161443494776
Bretagne,53,01/01/2024,Part de production d'électricité renouvelable sur la production totale d'électricité (%),94.3486496350365
Bretagne,53,01/01/2000,Part de production de chaleur renouvelable sur la production totale de chaleur (%),99.66853577371047
Bretagne,53,01/01/2001,Part de production de chaleur renouvelable sur la production totale de chaleur (%),99.66965890183027
Bretagne,53,01/01/2002,Part de production de chaleur renouvelable sur la production totale de chaleur (%),99.66710482529118
Bretagne,53,01/01/2003,Part de production de chaleur renouvelable sur la production totale de chaleur (%),99.67160565723796
Bretagne,53,01/01/2004,Part de production de chaleur renouvelable sur la production totale de chaleur (%),99.61338602329452
Bretagne,53,01/01/2005,Part de production de chaleur renouvelable sur la production totale de chaleur (%),99.61631447587354
Bretagne,53,01/01/2006,Part de production de chaleur renouvelable sur la production totale de chaleur (%),99.56402662229615
Bretagne,53,01/01/2007,Part de production de chaleur renouvelable sur la production totale de chaleur (%),99.55846089850247
Bretagne,53,01/01/2008,Part de production de chaleur renouvelable sur la production totale de chaleur (%),99.57209650582362
Bretagne,53,01/01/2009,Part de production de chaleur renouvelable sur la production totale de chaleur (%),99.5794176372712
Bretagne,53,01/01/2010,Part de production de chaleur renouvelable sur la production totale de chaleur (%),99.51301164725456
Bretagne,53,01/01/2011,Part de production de chaleur renouvelable sur la production totale de chaleur (%),99.16657237936772
Bretagne,53,01/01/2012,Part de production de chaleur renouvelable sur la production totale de chaleur (%),99.213078202995
Bretagne,53,01/01/2013,Part de production de chaleur renouvelable sur la production totale de chaleur (%),99.1513560732113
Bretagne,53,01/01/2014,Part de production de chaleur renouvelable sur la production totale de chaleur (%),98.9673211314476
Bretagne,53,01/01/2015,Part de production de chaleur renouvelable sur la production totale de chaleur (%),98.62747088186356
Bretagne,53,01/01/2016,Part de production de chaleur renouvelable sur la production totale de chaleur (%),98.14408485856906
Bretagne,53,01/01/2017,Part de production de chaleur renouvelable sur la production totale de chaleur (%),97.66114808652246
Bretagne,53,01/01/2018,Part de production de chaleur renouvelable sur la production totale de chaleur (%),97.49955074875209
Bretagne,53,01/01/2019,Part de production de chaleur renouvelable sur la production totale de chaleur (%),97.4144925124792
Bretagne,53,01/01/2020,Part de production de chaleur renouvelable sur la production totale de chaleur (%),97.36613976705492
Bretagne,53,01/01/2021,Part de production de chaleur renouvelable sur la production totale de chaleur (%),97.40448419301164
Bretagne,53,01/01/2022,Part de production de chaleur renouvelable sur la production totale de chaleur (%),97.17045757071548
Bretagne,53,01/01/2023,Part de production de chaleur renouvelable sur la production totale de chaleur (%),97.41822795341098
Bretagne,53,01/01/2024,Part de production de chaleur renouvelable sur la production totale de chaleur (%),97.49271214642262
Bretagne,53,01/01/2022,Nombre de ménages en précarité énergétique logement (par niveau de vie),167495.0
Bretagne,53,01/01/2022,Nombre de ménages en précarité énergétique mobilité (par niveau de vie),150646.0
Bretagne,53,01/01/2022,Part des ménages en précarité énergétique logement (par niveau de vie),5.3338308457711445
Bretagne,53,01/01/2022,Part des ménages en précarité énergétique mobilité (par niveau de vie),8.685406301824212
Bretagne,53,01/01/2010,Nombre d'exploitations agricoles sur le territoire,34447.0
Bretagne,53,01/01/2020,Nombre d'exploitations agricoles sur le territoire,26347.0
Bretagne,53,01/01/2011,Nombre de logements crées par an,23658.0
Bretagne,53,01/01/2012,Nombre de logements crées par an,20738.0
Bretagne,53,01/01/2013,Nombre de logements crées par an,18546.0
Bretagne,53,01/01/2014,Nombre de logements crées par an,15861.0
Bretagne,53,01/01/2015,Nombre de logements crées par an,17025.0
Bretagne,53,01/01/2016,Nombre de logements crées par an,18206.0
Bretagne,53,01/01/2017,Nombre de logements crées par an,22401.0
Bretagne,53,01/01/2018,Nombre de logements crées par an,22792.0
Bretagne,53,01/01/2019,Nombre de logements crées par an,19761.0
Bretagne,53,01/01/2020,Nombre de logements crées par an,21457.0
Bretagne,53,01/01/2021,Nombre de logements crées par an,25459.0
Bretagne,53,01/01/2022,Nombre de logements crées par an,24149.0
Bretagne,53,01/01/2023,Nombre de logements crées par an,17959.0
Bretagne,53,01/01/2011,Nombre de logements autorisés par an,26616.0
Bretagne,53,01/01/2012,Nombre de logements autorisés par an,23827.0
Bretagne,53,01/01/2013,Nombre de logements autorisés par an,20287.0
Bretagne,53,01/01/2014,Nombre de logements autorisés par an,16480.0
Bretagne,53,01/01/2015,Nombre de logements autorisés par an,18156.0
Bretagne,53,01/01/2016,Nombre de logements autorisés par an,24207.0
Bretagne,53,01/01/2017,Nombre de logements autorisés par an,25602.0
Bretagne,53,01/01/2018,Nombre de logements autorisés par an,24078.0
Bretagne,53,01/01/2019,Nombre de logements autorisés par an,24155.0
Bretagne,53,01/01/2020,Nombre de logements autorisés par an,24509.0
Bretagne,53,01/01/2021,Nombre de logements autorisés par an,33179.0
Bretagne,53,01/01/2022,Nombre de logements autorisés par an,29096.0
Bretagne,53,01/01/2023,Nombre de logements autorisés par an,22760.0
Bretagne,53,01/01/2024,Nombre de logements autorisés par an,22219.0
Bretagne,53,01/01/2022,Surface totale du territoire (ha),2747070.0
Bretagne,53,01/01/2010,Surface agricole utile du territoire (ha),1638228.82
Bretagne,53,01/01/2020,Surface agricole utile du territoire (ha),1624251.77
Bretagne,53,01/01/2006,Nombre d'habitants du territoire,3094534.0
Bretagne,53,01/01/2007,Nombre d'habitants du territoire,3120288.0
Bretagne,53,01/01/2008,Nombre d'habitants du territoire,3149701.0
Bretagne,53,01/01/2009,Nombre d'habitants du territoire,3175064.0
Bretagne,53,01/01/2010,Nombre d'habitants du territoire,3199066.0
Bretagne,53,01/01/2011,Nombre d'habitants du territoire,3217767.0
Bretagne,53,01/01/2012,Nombre d'habitants du territoire,3237097.0
Bretagne,53,01/01/2013,Nombre d'habitants du territoire,3258707.0
Bretagne,53,01/01/2014,Nombre d'habitants du territoire,3276543.0
Bretagne,53,01/01/2015,Nombre d'habitants du territoire,3293850.0
Bretagne,53,01/01/2016,Nombre d'habitants du territoire,3306529.0
Bretagne,53,01/01/2017,Nombre d'habitants du territoire,3318904.0
Bretagne,53,01/01/2018,Nombre d'habitants du territoire,3335414.0
Bretagne,53,01/01/2019,Nombre d'habitants du territoire,3354854.0
Bretagne,53,01/01/2020,Nombre d'habitants du territoire,3373835.0
Bretagne,53,01/01/2021,Nombre d'habitants du territoire,3394567.0
Bretagne,53,01/01/2022,Nombre d'habitants du territoire,3422845.0
Bretagne,53,01/01/2023,Nombre d'habitants du territoire,3449370.0
Bretagne,53,01/01/2024,Nombre d'habitants du territoire,3449370.0
Bretagne,53,01/01/2025,Nombre d'habitants du territoire,3449370.0
Bretagne,53,01/01/2018,Séquestration nette de CO2 par type de sols du territoire(TeqCO2 an),2169646.5910063423
Bretagne,53,01/01/2018,Part de chaleur décarbonée produite (ENR&R = renouvelable et de récupération) dans les réseaux de chaleur(%),1496.9243895227771
Bretagne,53,01/01/2019,Part de chaleur décarbonée produite (ENR&R = renouvelable et de récupération) dans les réseaux de chaleur(%),1711.735684952115
Bretagne,53,01/01/2020,Part de chaleur décarbonée produite (ENR&R = renouvelable et de récupération) dans les réseaux de chaleur(%),1639.4483343883285
Bretagne,53,01/01/2021,Part de chaleur décarbonée produite (ENR&R = renouvelable et de récupération) dans les réseaux de chaleur(%),2191.7210416522034
Bretagne,53,01/01/2022,Part de chaleur décarbonée produite (ENR&R = renouvelable et de récupération) dans les réseaux de chaleur(%),2553.901638959603
Bretagne,53,01/01/2023,Part de chaleur décarbonée produite (ENR&R = renouvelable et de récupération) dans les réseaux de chaleur(%),3159.1347926259523
Bretagne,53,01/01/2024,Part de chaleur décarbonée produite (ENR&R = renouvelable et de récupération) dans les réseaux de chaleur(%),3458.957469859376
Bretagne,53,01/01/2011,Part de nouveaux logements créés collectivement sur total autorisés(%),71095.76386256586
Bretagne,53,01/01/2012,Part de nouveaux logements créés collectivement sur total autorisés(%),54354.30591188189
Bretagne,53,01/01/2013,Part de nouveaux logements créés collectivement sur total autorisés(%),46753.54440384938
Bretagne,53,01/01/2014,Part de nouveaux logements créés collectivement sur total autorisés(%),41284.37005681795
Bretagne,53,01/01/2015,Part de nouveaux logements créés collectivement sur total autorisés(%),39025.979281402855
Bretagne,53,01/01/2016,Part de nouveaux logements créés collectivement sur total autorisés(%),30274.32359344358
Bretagne,53,01/01/2017,Part de nouveaux logements créés collectivement sur total autorisés(%),42291.48919457815
Bretagne,53,01/01/2018,Part de nouveaux logements créés collectivement sur total autorisés(%),31747.576430045683
Bretagne,53,01/01/2019,Part de nouveaux logements créés collectivement sur total autorisés(%),49155.72550929256
Bretagne,53,01/01/2020,Part de nouveaux logements créés collectivement sur total autorisés(%),48457.18442627181
Bretagne,53,01/01/2021,Part de nouveaux logements créés collectivement sur total autorisés(%),48554.37049503804
Bretagne,53,01/01/2022,Part de nouveaux logements créés collectivement sur total autorisés(%),52723.722215301765
Bretagne,53,01/01/2023,Part de nouveaux logements créés collectivement sur total autorisés(%),57642.51852849418
Bretagne,53,01/01/2008,Prélèvements d'eau sur le territoire(m3),277157663.0
Bretagne,53,01/01/2009,Prélèvements d'eau sur le territoire(m3),267629398.6
Bretagne,53,01/01/2010,Prélèvements d'eau sur le territoire(m3),277960091.4
Bretagne,53,01/01/2011,Prélèvements d'eau sur le territoire(m3),272849770.688
Bretagne,53,01/01/2012,Prélèvements d'eau sur le territoire(m3),1447482808.0
Bretagne,53,01/01/2013,Prélèvements d'eau sur le territoire(m3),1775380786.0
Bretagne,53,01/01/2014,Prélèvements d'eau sur le territoire(m3),2132379768.0
Bretagne,53,01/01/2015,Prélèvements d'eau sur le territoire(m3),1948411523.0
Bretagne,53,01/01/2016,Prélèvements d'eau sur le territoire(m3),1822512885.0
Bretagne,53,01/01/2017,Prélèvements d'eau sur le territoire(m3),1315181201.0
Bretagne,53,01/01/2018,Prélèvements d'eau sur le territoire(m3),291472491.0
Bretagne,53,01/01/2019,Prélèvements d'eau sur le territoire(m3),1954842640.0
Bretagne,53,01/01/2020,Prélèvements d'eau sur le territoire(m3),2095967754.0
Bretagne,53,01/01/2021,Prélèvements d'eau sur le territoire(m3),1986109727.0
Bretagne,53,01/01/2018,Volume de chaleur livrée par les réseaux de chaleur (TWh),0.5778880000000001
Bretagne,53,01/01/2019,Volume de chaleur livrée par les réseaux de chaleur (TWh),0.703369
Bretagne,53,01/01/2020,Volume de chaleur livrée par les réseaux de chaleur (TWh),0.652386
Bretagne,53,01/01/2021,Volume de chaleur livrée par les réseaux de chaleur (TWh),0.806322
Bretagne,53,01/01/2022,Volume de chaleur livrée par les réseaux de chaleur (TWh),0.750279
Bretagne,53,01/01/2023,Volume de chaleur livrée par les réseaux de chaleur (TWh),0.769165
Bretagne,53,01/01/2024,Volume de chaleur livrée par les réseaux de chaleur (TWh),0.905373975
Bretagne,53,01/01/2018,Surface en agriculture biologique (certifiées bio ou en conversion) (ha),125770.442766
Bretagne,53,01/01/2019,Surface en agriculture biologique (certifiées bio ou en conversion) (ha),140691.191066
Bretagne,53,01/01/2020,Surface en agriculture biologique (certifiées bio ou en conversion) (ha),151655.943466
Bretagne,53,01/01/2021,Surface en agriculture biologique (certifiées bio ou en conversion) (ha),163952.806666
Bretagne,53,01/01/2022,Surface en agriculture biologique (certifiées bio ou en conversion) (ha),167928.271024
Bretagne,53,01/01/2023,Surface en agriculture biologique (certifiées bio ou en conversion) (ha),165717.140949
Bretagne,53,01/01/2024,Surface en agriculture biologique (certifiées bio ou en conversion) (ha),165806.70381151675
Bretagne,53,01/01/2012,Nombre de ménages du territoire,1447839.95547
Bretagne,53,01/01/2017,Nombre de ménages du territoire,1518397.11612
Bretagne,53,01/01/2023,Nombre de ménages du territoire,1630574.62422
