libelle_epci,code_epci,date,indicateur,valeur
Communauté d'agglomération Morlaix Communauté,242900835,01/01/2024,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Quimper Bretagne Occidentale,200068120,01/01/2000,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Quimper Bretagne Occidentale,200068120,01/01/2001,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Quimper Bretagne Occidentale,200068120,01/01/2002,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Quimper Bretagne Occidentale,200068120,01/01/2003,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Quimper Bretagne Occidentale,200068120,01/01/2004,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Quimper Bretagne Occidentale,200068120,01/01/2005,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Quimper Bretagne Occidentale,200068120,01/01/2006,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Quimper Bretagne Occidentale,200068120,01/01/2007,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Quimper Bretagne Occidentale,200068120,01/01/2008,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Quimper Bretagne Occidentale,200068120,01/01/2009,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Quimper Bretagne Occidentale,200068120,01/01/2010,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Quimper Bretagne Occidentale,200068120,01/01/2011,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Quimper Bretagne Occidentale,200068120,01/01/2012,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Quimper Bretagne Occidentale,200068120,01/01/2013,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Quimper Bretagne Occidentale,200068120,01/01/2014,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Quimper Bretagne Occidentale,200068120,01/01/2015,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Quimper Bretagne Occidentale,200068120,01/01/2016,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Quimper Bretagne Occidentale,200068120,01/01/2017,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Quimper Bretagne Occidentale,200068120,01/01/2018,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Quimper Bretagne Occidentale,200068120,01/01/2019,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Quimper Bretagne Occidentale,200068120,01/01/2020,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Quimper Bretagne Occidentale,200068120,01/01/2021,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Quimper Bretagne Occidentale,200068120,01/01/2022,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Quimper Bretagne Occidentale,200068120,01/01/2023,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Quimper Bretagne Occidentale,200068120,01/01/2024,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Quimperlé Communauté,242900694,01/01/2000,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Quimperlé Communauté,242900694,01/01/2001,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Quimperlé Communauté,242900694,01/01/2002,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Quimperlé Communauté,242900694,01/01/2003,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Quimperlé Communauté,242900694,01/01/2004,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Quimperlé Communauté,242900694,01/01/2005,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Quimperlé Communauté,242900694,01/01/2006,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Quimperlé Communauté,242900694,01/01/2007,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Quimperlé Communauté,242900694,01/01/2008,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Quimperlé Communauté,242900694,01/01/2009,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Quimperlé Communauté,242900694,01/01/2010,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Quimperlé Communauté,242900694,01/01/2011,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Quimperlé Communauté,242900694,01/01/2012,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Quimperlé Communauté,242900694,01/01/2013,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Quimperlé Communauté,242900694,01/01/2014,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Quimperlé Communauté,242900694,01/01/2015,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Quimperlé Communauté,242900694,01/01/2016,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Quimperlé Communauté,242900694,01/01/2017,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Quimperlé Communauté,242900694,01/01/2018,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Quimperlé Communauté,242900694,01/01/2019,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Quimperlé Communauté,242900694,01/01/2020,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Quimperlé Communauté,242900694,01/01/2021,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Quimperlé Communauté,242900694,01/01/2022,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Quimperlé Communauté,242900694,01/01/2023,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Quimperlé Communauté,242900694,01/01/2024,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Redon Agglomération,243500741,01/01/2000,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Redon Agglomération,243500741,01/01/2001,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Redon Agglomération,243500741,01/01/2002,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Redon Agglomération,243500741,01/01/2003,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Redon Agglomération,243500741,01/01/2004,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Redon Agglomération,243500741,01/01/2005,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Redon Agglomération,243500741,01/01/2006,Puissance installée d'électricité par panneaux solaires thermiques (kw),20.0
Communauté d'agglomération Redon Agglomération,243500741,01/01/2007,Puissance installée d'électricité par panneaux solaires thermiques (kw),50.0
Communauté d'agglomération Redon Agglomération,243500741,01/01/2008,Puissance installée d'électricité par panneaux solaires thermiques (kw),70.0
Communauté d'agglomération Redon Agglomération,243500741,01/01/2009,Puissance installée d'électricité par panneaux solaires thermiques (kw),80.0
Communauté d'agglomération Redon Agglomération,243500741,01/01/2010,Puissance installée d'électricité par panneaux solaires thermiques (kw),90.0
Communauté d'agglomération Redon Agglomération,243500741,01/01/2011,Puissance installée d'électricité par panneaux solaires thermiques (kw),120.0
Communauté d'agglomération Redon Agglomération,243500741,01/01/2012,Puissance installée d'électricité par panneaux solaires thermiques (kw),140.0
Communauté d'agglomération Redon Agglomération,243500741,01/01/2013,Puissance installée d'électricité par panneaux solaires thermiques (kw),150.0
Communauté d'agglomération Redon Agglomération,243500741,01/01/2014,Puissance installée d'électricité par panneaux solaires thermiques (kw),180.0
Communauté d'agglomération Redon Agglomération,243500741,01/01/2015,Puissance installée d'électricité par panneaux solaires thermiques (kw),190.0
Communauté d'agglomération Redon Agglomération,243500741,01/01/2016,Puissance installée d'électricité par panneaux solaires thermiques (kw),210.0
Communauté d'agglomération Redon Agglomération,243500741,01/01/2017,Puissance installée d'électricité par panneaux solaires thermiques (kw),240.0
Communauté d'agglomération Redon Agglomération,243500741,01/01/2018,Puissance installée d'électricité par panneaux solaires thermiques (kw),240.0
Communauté d'agglomération Redon Agglomération,243500741,01/01/2019,Puissance installée d'électricité par panneaux solaires thermiques (kw),240.0
Communauté d'agglomération Redon Agglomération,243500741,01/01/2020,Puissance installée d'électricité par panneaux solaires thermiques (kw),240.0
Communauté d'agglomération Redon Agglomération,243500741,01/01/2021,Puissance installée d'électricité par panneaux solaires thermiques (kw),240.0
Communauté d'agglomération Redon Agglomération,243500741,01/01/2022,Puissance installée d'électricité par panneaux solaires thermiques (kw),250.0
Communauté d'agglomération Redon Agglomération,243500741,01/01/2023,Puissance installée d'électricité par panneaux solaires thermiques (kw),270.0
Communauté d'agglomération Redon Agglomération,243500741,01/01/2024,Puissance installée d'électricité par panneaux solaires thermiques (kw),280.0
Communauté d'agglomération Saint-Brieuc Armor Agglomération,200069409,01/01/2000,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Saint-Brieuc Armor Agglomération,200069409,01/01/2001,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Saint-Brieuc Armor Agglomération,200069409,01/01/2002,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Saint-Brieuc Armor Agglomération,200069409,01/01/2003,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Saint-Brieuc Armor Agglomération,200069409,01/01/2004,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Saint-Brieuc Armor Agglomération,200069409,01/01/2005,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Saint-Brieuc Armor Agglomération,200069409,01/01/2006,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Saint-Brieuc Armor Agglomération,200069409,01/01/2007,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Saint-Brieuc Armor Agglomération,200069409,01/01/2008,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Saint-Brieuc Armor Agglomération,200069409,01/01/2009,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Saint-Brieuc Armor Agglomération,200069409,01/01/2010,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Saint-Brieuc Armor Agglomération,200069409,01/01/2011,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Saint-Brieuc Armor Agglomération,200069409,01/01/2012,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Saint-Brieuc Armor Agglomération,200069409,01/01/2013,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Saint-Brieuc Armor Agglomération,200069409,01/01/2014,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Saint-Brieuc Armor Agglomération,200069409,01/01/2015,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Saint-Brieuc Armor Agglomération,200069409,01/01/2016,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Saint-Brieuc Armor Agglomération,200069409,01/01/2017,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Saint-Brieuc Armor Agglomération,200069409,01/01/2018,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Saint-Brieuc Armor Agglomération,200069409,01/01/2019,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Saint-Brieuc Armor Agglomération,200069409,01/01/2020,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Saint-Brieuc Armor Agglomération,200069409,01/01/2021,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Saint-Brieuc Armor Agglomération,200069409,01/01/2022,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Saint-Brieuc Armor Agglomération,200069409,01/01/2023,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Saint-Brieuc Armor Agglomération,200069409,01/01/2024,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Vitré Communauté,200039022,01/01/2000,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Vitré Communauté,200039022,01/01/2001,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Vitré Communauté,200039022,01/01/2002,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Vitré Communauté,200039022,01/01/2003,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Vitré Communauté,200039022,01/01/2004,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Vitré Communauté,200039022,01/01/2005,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Vitré Communauté,200039022,01/01/2006,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Vitré Communauté,200039022,01/01/2007,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Vitré Communauté,200039022,01/01/2008,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Vitré Communauté,200039022,01/01/2009,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Vitré Communauté,200039022,01/01/2010,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Vitré Communauté,200039022,01/01/2011,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Vitré Communauté,200039022,01/01/2012,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Vitré Communauté,200039022,01/01/2013,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Vitré Communauté,200039022,01/01/2014,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Vitré Communauté,200039022,01/01/2015,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Vitré Communauté,200039022,01/01/2016,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Vitré Communauté,200039022,01/01/2017,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Vitré Communauté,200039022,01/01/2018,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Vitré Communauté,200039022,01/01/2019,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Vitré Communauté,200039022,01/01/2020,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Vitré Communauté,200039022,01/01/2021,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Vitré Communauté,200039022,01/01/2022,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Vitré Communauté,200039022,01/01/2023,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération Vitré Communauté,200039022,01/01/2024,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération de la Presqu'île de Guérande Atlantique (Cap Atlantique),244400610,01/01/2000,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération de la Presqu'île de Guérande Atlantique (Cap Atlantique),244400610,01/01/2001,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération de la Presqu'île de Guérande Atlantique (Cap Atlantique),244400610,01/01/2002,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération de la Presqu'île de Guérande Atlantique (Cap Atlantique),244400610,01/01/2003,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération de la Presqu'île de Guérande Atlantique (Cap Atlantique),244400610,01/01/2004,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération de la Presqu'île de Guérande Atlantique (Cap Atlantique),244400610,01/01/2005,Puissance installée d'électricité par panneaux solaires thermiques (kw),10.0
Communauté d'agglomération de la Presqu'île de Guérande Atlantique (Cap Atlantique),244400610,01/01/2006,Puissance installée d'électricité par panneaux solaires thermiques (kw),30.0
Communauté d'agglomération de la Presqu'île de Guérande Atlantique (Cap Atlantique),244400610,01/01/2007,Puissance installée d'électricité par panneaux solaires thermiques (kw),40.0
Communauté d'agglomération de la Presqu'île de Guérande Atlantique (Cap Atlantique),244400610,01/01/2008,Puissance installée d'électricité par panneaux solaires thermiques (kw),50.0
Communauté d'agglomération de la Presqu'île de Guérande Atlantique (Cap Atlantique),244400610,01/01/2009,Puissance installée d'électricité par panneaux solaires thermiques (kw),60.0
Communauté d'agglomération de la Presqu'île de Guérande Atlantique (Cap Atlantique),244400610,01/01/2010,Puissance installée d'électricité par panneaux solaires thermiques (kw),80.0
Communauté d'agglomération de la Presqu'île de Guérande Atlantique (Cap Atlantique),244400610,01/01/2011,Puissance installée d'électricité par panneaux solaires thermiques (kw),90.0
Communauté d'agglomération de la Presqu'île de Guérande Atlantique (Cap Atlantique),244400610,01/01/2012,Puissance installée d'électricité par panneaux solaires thermiques (kw),110.0
Communauté d'agglomération de la Presqu'île de Guérande Atlantique (Cap Atlantique),244400610,01/01/2013,Puissance installée d'électricité par panneaux solaires thermiques (kw),120.0
Communauté d'agglomération de la Presqu'île de Guérande Atlantique (Cap Atlantique),244400610,01/01/2014,Puissance installée d'électricité par panneaux solaires thermiques (kw),130.0
Communauté d'agglomération de la Presqu'île de Guérande Atlantique (Cap Atlantique),244400610,01/01/2015,Puissance installée d'électricité par panneaux solaires thermiques (kw),140.0
Communauté d'agglomération de la Presqu'île de Guérande Atlantique (Cap Atlantique),244400610,01/01/2016,Puissance installée d'électricité par panneaux solaires thermiques (kw),160.0
Communauté d'agglomération de la Presqu'île de Guérande Atlantique (Cap Atlantique),244400610,01/01/2017,Puissance installée d'électricité par panneaux solaires thermiques (kw),170.0
Communauté d'agglomération de la Presqu'île de Guérande Atlantique (Cap Atlantique),244400610,01/01/2018,Puissance installée d'électricité par panneaux solaires thermiques (kw),170.0
Communauté d'agglomération de la Presqu'île de Guérande Atlantique (Cap Atlantique),244400610,01/01/2019,Puissance installée d'électricité par panneaux solaires thermiques (kw),180.0
Communauté d'agglomération de la Presqu'île de Guérande Atlantique (Cap Atlantique),244400610,01/01/2020,Puissance installée d'électricité par panneaux solaires thermiques (kw),190.0
Communauté d'agglomération de la Presqu'île de Guérande Atlantique (Cap Atlantique),244400610,01/01/2021,Puissance installée d'électricité par panneaux solaires thermiques (kw),190.0
Communauté d'agglomération de la Presqu'île de Guérande Atlantique (Cap Atlantique),244400610,01/01/2022,Puissance installée d'électricité par panneaux solaires thermiques (kw),200.0
Communauté d'agglomération de la Presqu'île de Guérande Atlantique (Cap Atlantique),244400610,01/01/2023,Puissance installée d'électricité par panneaux solaires thermiques (kw),210.0
Communauté d'agglomération de la Presqu'île de Guérande Atlantique (Cap Atlantique),244400610,01/01/2024,Puissance installée d'électricité par panneaux solaires thermiques (kw),220.0
Communauté d'agglomération du Pays de Landerneau-Daoulas,242900801,01/01/2000,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération du Pays de Landerneau-Daoulas,242900801,01/01/2001,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération du Pays de Landerneau-Daoulas,242900801,01/01/2002,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération du Pays de Landerneau-Daoulas,242900801,01/01/2003,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération du Pays de Landerneau-Daoulas,242900801,01/01/2004,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération du Pays de Landerneau-Daoulas,242900801,01/01/2005,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération du Pays de Landerneau-Daoulas,242900801,01/01/2006,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération du Pays de Landerneau-Daoulas,242900801,01/01/2007,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération du Pays de Landerneau-Daoulas,242900801,01/01/2008,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération du Pays de Landerneau-Daoulas,242900801,01/01/2009,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération du Pays de Landerneau-Daoulas,242900801,01/01/2010,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération du Pays de Landerneau-Daoulas,242900801,01/01/2011,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération du Pays de Landerneau-Daoulas,242900801,01/01/2012,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération du Pays de Landerneau-Daoulas,242900801,01/01/2013,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération du Pays de Landerneau-Daoulas,242900801,01/01/2014,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération du Pays de Landerneau-Daoulas,242900801,01/01/2015,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération du Pays de Landerneau-Daoulas,242900801,01/01/2016,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération du Pays de Landerneau-Daoulas,242900801,01/01/2017,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération du Pays de Landerneau-Daoulas,242900801,01/01/2018,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération du Pays de Landerneau-Daoulas,242900801,01/01/2019,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération du Pays de Landerneau-Daoulas,242900801,01/01/2020,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération du Pays de Landerneau-Daoulas,242900801,01/01/2021,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération du Pays de Landerneau-Daoulas,242900801,01/01/2022,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération du Pays de Landerneau-Daoulas,242900801,01/01/2023,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération du Pays de Landerneau-Daoulas,242900801,01/01/2024,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération du Pays de Saint Malo Agglomération,243500782,01/01/2000,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération du Pays de Saint Malo Agglomération,243500782,01/01/2001,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération du Pays de Saint Malo Agglomération,243500782,01/01/2002,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération du Pays de Saint Malo Agglomération,243500782,01/01/2003,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération du Pays de Saint Malo Agglomération,243500782,01/01/2004,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération du Pays de Saint Malo Agglomération,243500782,01/01/2005,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération du Pays de Saint Malo Agglomération,243500782,01/01/2006,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération du Pays de Saint Malo Agglomération,243500782,01/01/2007,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération du Pays de Saint Malo Agglomération,243500782,01/01/2008,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération du Pays de Saint Malo Agglomération,243500782,01/01/2009,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération du Pays de Saint Malo Agglomération,243500782,01/01/2010,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération du Pays de Saint Malo Agglomération,243500782,01/01/2011,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération du Pays de Saint Malo Agglomération,243500782,01/01/2012,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération du Pays de Saint Malo Agglomération,243500782,01/01/2013,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération du Pays de Saint Malo Agglomération,243500782,01/01/2014,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération du Pays de Saint Malo Agglomération,243500782,01/01/2015,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération du Pays de Saint Malo Agglomération,243500782,01/01/2016,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération du Pays de Saint Malo Agglomération,243500782,01/01/2017,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération du Pays de Saint Malo Agglomération,243500782,01/01/2018,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération du Pays de Saint Malo Agglomération,243500782,01/01/2019,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération du Pays de Saint Malo Agglomération,243500782,01/01/2020,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération du Pays de Saint Malo Agglomération,243500782,01/01/2021,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération du Pays de Saint Malo Agglomération,243500782,01/01/2022,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération du Pays de Saint Malo Agglomération,243500782,01/01/2023,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté d'agglomération du Pays de Saint Malo Agglomération,243500782,01/01/2024,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté de communes Arc Sud Bretagne,200027027,01/01/2000,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté de communes Arc Sud Bretagne,200027027,01/01/2001,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté de communes Arc Sud Bretagne,200027027,01/01/2002,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté de communes Arc Sud Bretagne,200027027,01/01/2003,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté de communes Arc Sud Bretagne,200027027,01/01/2004,Puissance installée d'électricité par panneaux solaires thermiques (kw),0.0
Communauté de communes Arc Sud Bretagne,200027027,01/01/2005,Puissance installée d'électricité par panneaux solaires thermiques (kw),30.0
